"","Site.ID","Season","sortchem","Watershed","Site","Sample.Date","Year","Latitude..degrees.","Longitude..degrees.","Area..km2.","Temperature..C.","Specific.Conductance..uS.cm.","pH","Dissolved.Oxygen..percent.saturation.","Turbidity..NTU.","DOC..uM.","TDN..uM.","Nitrate..uM.","Ammonium..uM.","DON..uM.","SRP..uM.","PP..uM.","TDP..uM.","SUVA254..L.mg.C.m.","Spectral.Ratio","abs254..Absorbance.","Acetate..ppm.","Formate..ppm.","Nitrite..ppm.","Sulfate..ppm.","Phosphate..ppm.","Al..ppm.","As..ppm.","B..ppm.","Ba..ppm.","Br..ppm.","Ca..ppm.","Ca.Na.ratio","Ca.Ba.ratio","Cd..ppm.","Cl..ppm.","Co..ppm.","Cr..ppm.","Cu..ppm.","F..ppm.","Fe..ppm.","K..ppm.","Mg..ppm.","Mn..ppm.","Mo..ppm.","Na..ppm.","Ni..ppm.","Li..ppm.","P..ppm.","Pb..ppm.","S..ppm.","Se..ppm.","Si..ppm.","Sr..ppm.","Ti..ppm.","V..ppm.","Zn..ppm.","area_km2","NDVI2012_MEAN","NDVI2012_STD","NDVI2012_RANGE","SL_60_MEAN","SL_60_STD","SL_60_RANGE","SP_1000_MEAN","SP_240_MEAN","Alpine_Non.Carbonate_Barrens","Alpine_Non.Carbonate_Dryas_Dwarf_Shrub","Lowland_Low_Birch.Willow_Shrub","Lowland_Water","Lowland_Wet_Sedge_Tundra","Upland_Birch.Aspen.Spruce_Forest","Upland_Dryas_Dwarf_Shrub_Tundra","Upland_Low_Birch.Willow_Shrub_Tundra","Upland_Moist_Sedge_Shrub","Upland_Shrubby_Tussock_Tundra","Cloud_Ice_Snow","Riverine_Water_Shrub_Wet_Sedge_Barrens"
"476","OKS29","Early","2018-4024","OKS",29,"2018-06-04",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,452.9023574,9.083001341,0.334,-7777,8.749001341,0.044,0.193530812,0.326268201,-7777,-7777,-7777,3.1852,-7777,-7777,3.6326,0.0287,0.0343,-7777,0.008,0.0071,0.0028,1.039,6.742375081,146.3380282,-7777,11.5669,-7777,0.0022,-7777,1.5511,0.1448,0.2291,0.2386,0.0274,-7777,0.1541,-7777,-7777,-7777,-7777,0.1142,-7777,0.2271,0.002,-7777,0.0012,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"477","OKS29","Early","2018-4024","OKS",29,"2018-06-04",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,452.9023574,9.083001341,0.334,-7777,8.749001341,0.044,0.193530812,0.326268201,-7777,-7777,-7777,3.1852,-7777,-7777,3.6326,0.0287,0.0343,-7777,0.008,0.0071,0.0028,1.039,6.742375081,146.3380282,-7777,11.5669,-7777,0.0022,-7777,1.5511,0.1448,0.2291,0.2386,0.0274,-7777,0.1541,-7777,-7777,-7777,-7777,0.1142,-7777,0.2271,0.002,-7777,0.0012,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"478","OKS29","Late","2018-4124","OKS",29,"2018-08-23",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,307.0899853,13.35067326,6.021,-7777,7.329673264,0.039,0.012130306,0.023600128,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"479","OKS29","Late","2018-4124","OKS",29,"2018-08-23",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,307.0899853,13.35067326,6.021,-7777,7.329673264,0.039,0.012130306,0.023600128,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"480","OKS29","Late","2018-4124","OKS",29,"2018-08-23",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,307.0899853,13.35067326,6.021,-7777,7.329673264,0.039,0.012130306,0.023600128,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"481","OKS3","Late","2017-4103","OKS",3,"2017-08-24",2017,68.62683,-149.20525,9.18145,8.7,27.4,7.1,97.5,1.09,373.2396518,7.882498036,0.185334411,0.281802106,7.415361519,-7777,-7777,0.077056756,3.649537434,1.28303,16.3604,0.0493,0.0301,-7777,6.1535,0.1287,0.0058,0.0059,3e-04,0.0133,-7777,4.118,11.38512579,309.6240602,8e-04,1.0777,6e-04,1e-04,0.0012,1.3226,0.165,0.0621,0.8363,0.0261,0.0019,0.3617,9e-04,0.3542,0.021,0.0043,0.2768,0.0143,0.7717,0.0083,-7777,0.0019,5e-04,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"482","OKS3","Late","2017-4103","OKS",3,"2017-08-24",2017,68.62683,-149.20525,9.18145,8.7,27.4,7.1,97.5,1.09,373.2396518,7.882498036,0.185334411,0.281802106,7.415361519,-7777,-7777,0.077056756,3.649537434,1.28303,16.3604,0.0493,0.0301,-7777,6.1535,0.1287,0.0058,0.0059,3e-04,0.0133,-7777,4.118,11.38512579,309.6240602,8e-04,1.0777,6e-04,1e-04,0.0012,1.3226,0.165,0.0621,0.8363,0.0261,0.0019,0.3617,9e-04,0.3542,0.021,0.0043,0.2768,0.0143,0.7717,0.0083,-7777,0.0019,5e-04,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"483","OKS3","Late","2017-4103","OKS",3,"2017-08-24",2017,68.62683,-149.20525,9.18145,8.7,27.4,7.1,97.5,1.09,373.2396518,7.882498036,0.185334411,0.281802106,7.415361519,-7777,-7777,0.077056756,3.649537434,1.28303,16.3604,0.0493,0.0301,-7777,6.1535,0.1287,0.0058,0.0059,3e-04,0.0133,-7777,4.118,11.38512579,309.6240602,8e-04,1.0777,6e-04,1e-04,0.0012,1.3226,0.165,0.0621,0.8363,0.0261,0.0019,0.3617,9e-04,0.3542,0.021,0.0043,0.2768,0.0143,0.7717,0.0083,-7777,0.0019,5e-04,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"484","OKS3","Late","2018-4103","OKS",3,"2018-08-23",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,370.2049454,10.09689929,0.151,-7777,9.945899293,0.03,0.061897662,0.109408694,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"485","OKS3","Late","2018-4103","OKS",3,"2018-08-23",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,370.2049454,10.09689929,0.151,-7777,9.945899293,0.03,0.061897662,0.109408694,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"486","OKS3","Late","2018-4103","OKS",3,"2018-08-23",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,370.2049454,10.09689929,0.151,-7777,9.945899293,0.03,0.061897662,0.109408694,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"487","OKS3","Early","2018-4003","OKS",3,"2018-06-04",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,499.2235709,11.21155291,0.838,-7777,10.37355291,0.03,0.223770305,0.281828069,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0222,-7777,-7777,0.0082,-7777,1.978,9.84079602,241.2195122,-7777,-7777,-7777,0.0035,-7777,-7777,0.1899,0.3884,0.4038,0.0361,-7777,0.201,-7777,-7777,-7777,-7777,0.1408,-7777,0.3373,0.0038,-7777,0.0019,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"488","OKS3","Early","2018-4003","OKS",3,"2018-06-04",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,499.2235709,11.21155291,0.838,-7777,10.37355291,0.03,0.223770305,0.281828069,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0222,-7777,-7777,0.0082,-7777,1.978,9.84079602,241.2195122,-7777,-7777,-7777,0.0035,-7777,-7777,0.1899,0.3884,0.4038,0.0361,-7777,0.201,-7777,-7777,-7777,-7777,0.1408,-7777,0.3373,0.0038,-7777,0.0019,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"489","OKS3","Early","2018-4003","OKS",3,"2018-06-04",2018,68.62683,-149.20525,9.18145,-7777,-7777,-7777,-7777,-7777,499.2235709,11.21155291,0.838,-7777,10.37355291,0.03,0.223770305,0.281828069,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0222,-7777,-7777,0.0082,-7777,1.978,9.84079602,241.2195122,-7777,-7777,-7777,0.0035,-7777,-7777,0.1899,0.3884,0.4038,0.0361,-7777,0.201,-7777,-7777,-7777,-7777,0.1408,-7777,0.3373,0.0038,-7777,0.0019,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"490","OKS3","Early","2017-4003","OKS",3,"2017-06-03",2017,68.62683,-149.20525,9.18145,5.9,39.3,7.02,97.6,0.68,329.0227533,5.711514748,0.565369849,0.111468577,5.034676322,0.052853131,-7777,0.068138145,3.54972994,2.198,14.0278,0.8173,0.2117,-7777,9.115,-7777,0.0044,0.0031,0.0023,0.0142,-7777,6.287,23.60871198,442.7464789,4e-04,2.9965,0.0015,9e-04,0.0088,1.2769,0.0248,0.3154,0.8552,0.0018,0.0434,0.2663,0.0034,0.332,0.0131,0.0086,0.332,0.0034,0.3804,0.0112,3e-04,0.0044,0.0089,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"491","OKS3","Early","2017-4003","OKS",3,"2017-06-03",2017,68.62683,-149.20525,9.18145,5.9,39.3,7.02,97.6,0.68,329.0227533,5.711514748,0.565369849,0.111468577,5.034676322,0.052853131,-7777,0.068138145,3.54972994,2.198,14.0278,0.8173,0.2117,-7777,9.115,-7777,0.0044,0.0031,0.0023,0.0142,-7777,6.287,23.60871198,442.7464789,4e-04,2.9965,0.0015,9e-04,0.0088,1.2769,0.0248,0.3154,0.8552,0.0018,0.0434,0.2663,0.0034,0.332,0.0131,0.0086,0.332,0.0034,0.3804,0.0112,3e-04,0.0044,0.0089,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"492","OKS3","Early","2017-4003","OKS",3,"2017-06-03",2017,68.62683,-149.20525,9.18145,5.9,39.3,7.02,97.6,0.68,329.0227533,5.711514748,0.565369849,0.111468577,5.034676322,0.052853131,-7777,0.068138145,3.54972994,2.198,14.0278,0.8173,0.2117,-7777,9.115,-7777,0.0044,0.0031,0.0023,0.0142,-7777,6.287,23.60871198,442.7464789,4e-04,2.9965,0.0015,9e-04,0.0088,1.2769,0.0248,0.3154,0.8552,0.0018,0.0434,0.2663,0.0034,0.332,0.0131,0.0086,0.332,0.0034,0.3804,0.0112,3e-04,0.0044,0.0089,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"493","OKS3","Late","2016-0140","OKS",3,"2016-08-17",2016,68.62683,-149.20525,9.18145,9.8,25.4,6.64,-7777,-7777,392.2444834,8.704875892,0.42426133,0.236521068,8.044093494,0.054224695,-7777,0.087477567,3.183333769,0.756213754,14.99710182,-7777,-7777,-7777,2.981536926,-7777,4.845,1e-04,0.0018,2e-04,-7777,0.01,0.00394633,50,0.0249,0.471086037,0.3303,1.18,0.0037,-7777,0.0091,0.973,6e-04,0.0143,0.0081,2.534,0.0012,-7777,0.7789,0.0223,3e-04,0.0054,0.0066,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"494","OKS3","Late","2016-0140","OKS",3,"2016-08-17",2016,68.62683,-149.20525,9.18145,9.8,25.4,6.64,-7777,-7777,392.2444834,8.704875892,0.42426133,0.236521068,8.044093494,0.054224695,-7777,0.087477567,3.183333769,0.756213754,14.99710182,-7777,-7777,-7777,2.981536926,-7777,4.845,1e-04,0.0018,2e-04,-7777,0.01,0.00394633,50,0.0249,0.471086037,0.3303,1.18,0.0037,-7777,0.0091,0.973,6e-04,0.0143,0.0081,2.534,0.0012,-7777,0.7789,0.0223,3e-04,0.0054,0.0066,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"495","OKS3","Late","2016-0140","OKS",3,"2016-08-17",2016,68.62683,-149.20525,9.18145,9.8,25.4,6.64,-7777,-7777,392.2444834,8.704875892,0.42426133,0.236521068,8.044093494,0.054224695,-7777,0.087477567,3.183333769,0.756213754,14.99710182,-7777,-7777,-7777,2.981536926,-7777,4.845,1e-04,0.0018,2e-04,-7777,0.01,0.00394633,50,0.0249,0.471086037,0.3303,1.18,0.0037,-7777,0.0091,0.973,6e-04,0.0143,0.0081,2.534,0.0012,-7777,0.7789,0.0223,3e-04,0.0054,0.0066,-7777,-7777,-7777,-7777,9.18145,5346.240345,926.9827529,8843,2.348276581,1.42810282,8.348361015,60.48686016,0.020490517,0,0.156647738,0.117485804,2.849030742,4.112003133,0,0,15.37105933,17.05502252,60.33875073,0,0
"496","OKS33","Early","2018-4025","OKS",33,"2018-06-04",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,472.0336953,11.31089941,0.141,-7777,11.16989941,0.034,0.091337393,0.149334111,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0149,0.0131,-7777,0.0188,-7777,9.888,9.829025845,525.9574468,-7777,-7777,0.0013,-7777,0.0028,-7777,0.0866,0.6521,2.673,0.0603,1.964,1.006,-7777,-7777,0.0641,-7777,8.021,-7777,0.3304,0.0208,-7777,0.0045,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"497","OKS33","Early","2018-4025","OKS",33,"2018-06-04",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,472.0336953,11.31089941,0.141,-7777,11.16989941,0.034,0.091337393,0.149334111,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0149,0.0131,-7777,0.0188,-7777,9.888,9.829025845,525.9574468,-7777,-7777,0.0013,-7777,0.0028,-7777,0.0866,0.6521,2.673,0.0603,1.964,1.006,-7777,-7777,0.0641,-7777,8.021,-7777,0.3304,0.0208,-7777,0.0045,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"498","OKS33","Early","2018-4025","OKS",33,"2018-06-04",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,472.0336953,11.31089941,0.141,-7777,11.16989941,0.034,0.091337393,0.149334111,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0149,0.0131,-7777,0.0188,-7777,9.888,9.829025845,525.9574468,-7777,-7777,0.0013,-7777,0.0028,-7777,0.0866,0.6521,2.673,0.0603,1.964,1.006,-7777,-7777,0.0641,-7777,8.021,-7777,0.3304,0.0208,-7777,0.0045,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"499","OKS33","Late","2017-4125","OKS",33,"2017-08-24",2017,68.63528,-149.18578,6.319475,9.8,125.1,7.17,95.7,1.22,373.665204,7.547196815,0.069596781,0.585444317,6.892155717,0.032733602,-7777,0.056243737,3.218529908,1.27287,14.4447,0.1946,-7777,-7777,391.2412,0.2562,0.0021,0.0109,0.0017,0.0281,-7777,16.24,9.695522388,577.9359431,1e-04,3.0747,0.0013,0.0017,0.0024,1.7091,0.0415,0.4352,4.347,0.0111,-7777,1.675,0.0018,0.3752,0.0103,6e-04,12.59,0.0028,0.5077,0.0355,0.0014,0.0109,0.0024,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"500","OKS33","Late","2017-4125","OKS",33,"2017-08-24",2017,68.63528,-149.18578,6.319475,9.8,125.1,7.17,95.7,1.22,373.665204,7.547196815,0.069596781,0.585444317,6.892155717,0.032733602,-7777,0.056243737,3.218529908,1.27287,14.4447,0.1946,-7777,-7777,391.2412,0.2562,0.0021,0.0109,0.0017,0.0281,-7777,16.24,9.695522388,577.9359431,1e-04,3.0747,0.0013,0.0017,0.0024,1.7091,0.0415,0.4352,4.347,0.0111,-7777,1.675,0.0018,0.3752,0.0103,6e-04,12.59,0.0028,0.5077,0.0355,0.0014,0.0109,0.0024,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"501","OKS33","Late","2017-4125","OKS",33,"2017-08-24",2017,68.63528,-149.18578,6.319475,9.8,125.1,7.17,95.7,1.22,373.665204,7.547196815,0.069596781,0.585444317,6.892155717,0.032733602,-7777,0.056243737,3.218529908,1.27287,14.4447,0.1946,-7777,-7777,391.2412,0.2562,0.0021,0.0109,0.0017,0.0281,-7777,16.24,9.695522388,577.9359431,1e-04,3.0747,0.0013,0.0017,0.0024,1.7091,0.0415,0.4352,4.347,0.0111,-7777,1.675,0.0018,0.3752,0.0103,6e-04,12.59,0.0028,0.5077,0.0355,0.0014,0.0109,0.0024,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"502","OKS33","Early","2017-4025","OKS",33,"2017-06-03",2017,68.63528,-149.18578,6.319475,8,65.8,6.85,96.1,0.92,325.0914617,4.386522233,-7777,3.167672181,-7777,-7777,-7777,0.103267069,3.667850217,1.38893,14.3214,0.2913,-7777,-7777,189.5737,0.0723,0.0057,0.0039,5e-04,0.0177,-7777,8.551,10.15075973,483.1073446,7e-04,3.0716,6e-04,1e-04,0.0015,0.9085,0.0363,0.4424,2.202,0.0073,0.0031,0.8424,0.0013,0.3371,0.0137,0.0037,6.215,0.0121,0.2811,0.0189,7e-04,0.0052,4e-04,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"503","OKS33","Early","2017-4025","OKS",33,"2017-06-03",2017,68.63528,-149.18578,6.319475,8,65.8,6.85,96.1,0.92,325.0914617,4.386522233,-7777,3.167672181,-7777,-7777,-7777,0.103267069,3.667850217,1.38893,14.3214,0.2913,-7777,-7777,189.5737,0.0723,0.0057,0.0039,5e-04,0.0177,-7777,8.551,10.15075973,483.1073446,7e-04,3.0716,6e-04,1e-04,0.0015,0.9085,0.0363,0.4424,2.202,0.0073,0.0031,0.8424,0.0013,0.3371,0.0137,0.0037,6.215,0.0121,0.2811,0.0189,7e-04,0.0052,4e-04,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"504","OKS33","Early","2017-4025","OKS",33,"2017-06-03",2017,68.63528,-149.18578,6.319475,8,65.8,6.85,96.1,0.92,325.0914617,4.386522233,-7777,3.167672181,-7777,-7777,-7777,0.103267069,3.667850217,1.38893,14.3214,0.2913,-7777,-7777,189.5737,0.0723,0.0057,0.0039,5e-04,0.0177,-7777,8.551,10.15075973,483.1073446,7e-04,3.0716,6e-04,1e-04,0.0015,0.9085,0.0363,0.4424,2.202,0.0073,0.0031,0.8424,0.0013,0.3371,0.0137,0.0037,6.215,0.0121,0.2811,0.0189,7e-04,0.0052,4e-04,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"505","OKS33","Late","2018-4125","OKS",33,"2018-08-23",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,363.7663172,9.759403033,0.105,-7777,9.654403033,0.021,0.011997113,0.08181441,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"506","OKS33","Late","2018-4125","OKS",33,"2018-08-23",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,363.7663172,9.759403033,0.105,-7777,9.654403033,0.021,0.011997113,0.08181441,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"507","OKS33","Late","2018-4125","OKS",33,"2018-08-23",2018,68.63528,-149.18578,6.319475,-7777,-7777,-7777,-7777,-7777,363.7663172,9.759403033,0.105,-7777,9.654403033,0.021,0.011997113,0.08181441,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
"508","OKS33","Late","2016-0162","OKS",33,"2016-08-17",2016,68.63528,-149.18578,6.319475,10.6,114.8,6.92,-7777,-7777,377.856883,7.606655242,0.092490631,0.139208438,7.374956173,0.010760712,-7777,0.04407995,3.02712664,0.872753702,13.73808652,-7777,-7777,-7777,237.0727295,-7777,1.301,6e-04,0.0016,0.0012,-7777,0.0101,0.020629085,8.416666667,0.0674,2.042313117,0.0546,0.3159,0.0072,-7777,0.0117,0.2126,0.0012,0.0154,0.0058,0.4896,-7777,-7777,0.4702,0.005,4e-04,0.0032,0.0092,-7777,-7777,-7777,-7777,6.319475,4416.753675,1291.869347,9404,4.805946995,5.269583856,30.31105614,76.81401305,-0.290006032,0,0.170261067,0.297956867,10.98183882,2.823496027,0,0,19.39557321,19.11180477,47.21906924,0,0
